Time,Open,High,Low,Close,Volume,EMA9,EMA21,EMA220
2012-12-31,03:09:00,4322.75,4322.75,4322.25,4322.25,11,4322.57984163114,4322.33781480368,4320.52946500883
2012-12-31,03:10:00,4322.5,4322.5,4322,4322,7,4322.46387330491,4322.30710436698,4320.5427730178
2012-12-31,03:12:00,4322.25,4322.25,4322.25,4322.25,4,4322.42109864393,4322.30191306089,4320.55822303574
2012-12-31,03:13:00,4322,4322,4322,4322,1,4322.33687891514,4322.27446641899,4320.57127079107
2012-12-31,03:14:00,4322.25,4322.25,4322,4322,5,4322.26950313212,4322.24951492636,4320.58420046717
2012-12-31,03:16:00,4322,4322.5,4322,4322.5,8,4322.31560250569,4322.27228629669,4320.60153801951
2012-12-31,03:18:00,4322.25,4322.25,4322.25,4322.25,1,4322.30248200455,4322.27026026971,4320.61645622747
2012-12-31,03:19:00,4322.25,4322.5,4322.25,4322.25,19,4322.29198560364,4322.26841842701,4320.63123942904
2012-12-31,03:20:00,4322.5,4322.5,4322,4322,8,4322.23358848292,4322.24401675183,4320.64362640253
2012-12-31,03:21:00,4322.25,4322.5,4322,4322,8,4322.18687078633,4322.22183341075,4320.65590127672
2012-12-31,03:22:00,4322,4322,4322,4322,6,4322.14949662907,4322.20166673705,4320.66806506607
2012-12-31,03:23:00,4322.75,4323.25,4322.75,4323.25,5,4322.36959730325,4322.29696976095,4320.69143099307
2012-12-31,03:24:00,4323.25,4323.75,4323,4323,21,4322.4956778426,4322.36088160087,4320.71232302028
2012-12-31,03:25:00,4323,4323,4322.75,4323,21,4322.59654227408,4322.41898327351,4320.73302597938
2012-12-31,03:26:00,4323,4323,4322.75,4323,6,4322.67723381927,4322.47180297592,4320.75354158137
2012-12-31,03:27:00,4323,4323,4323,4323,6,4322.74178705541,4322.5198208872,4320.77387152181
2012-12-31,03:28:00,4323,4323,4323,4323,1,4322.79342964433,4322.56347353382,4320.79401748089
2012-12-31,03:29:00,4323,4323,4322.25,4322.25,9,4322.68474371546,4322.53497593984,4320.80719379328
2012-12-31,03:30:00,4322.25,4322.25,4322,4322,5,4322.54779497237,4322.48634176349,4320.81798841959
2012-12-31,03:31:00,4322.25,4322.25,4322.25,4322.25,3,4322.4882359779,4322.46485614863,4320.83094780041
2012-12-31,03:32:00,4322.25,4322.25,4322.25,4322.25,1,4322.44058878232,4322.44532377148,4320.84378990176
2012-12-31,03:33:00,4322.25,4322.25,4322.25,4322.25,1,4322.40247102586,4322.42756706498,4320.85651578501
2012-12-31,03:34:00,4322.25,4322.25,4322,4322,15,4322.32197682068,4322.3886973318,4320.86686405844
2012-12-31,03:35:00,4321.75,4321.75,4321.75,4321.75,19,4322.20758145655,4322.330633938,4320.87485623891
2012-12-31,03:36:00,4322,4322,4321.75,4321.75,2,4322.11606516524,4322.27784903455,4320.88277609195
2012-12-31,03:37:00,4321.75,4321.75,4321.5,4321.5,7,4321.99285213219,4322.20713548595,4320.88836182868
2012-12-31,03:40:00,4321.5,4321.5,4321.25,4321.25,4,4321.84428170575,4322.12012316905,4320.89163457231
2012-12-31,03:41:00,4321.5,4321.5,4321.5,4321.5,1,4321.7754253646,4322.0637483355,4320.89714014179
2012-12-31,03:43:00,4321.25,4321.25,4320.75,4320.75,4,4321.57034029168,4321.94431666863,4320.8958085568
2012-12-31,03:44:00,4320.75,4321.25,4320.75,4321.25,12,4321.50627223335,4321.88119697148,4320.89901390922
2012-12-31,03:46:00,4321,4321,4319,4319,41,4321.00501778668,4321.61926997408,4320.88182826299
2012-12-31,03:47:00,4319,4319.5,4318.25,4318.75,34,4320.55401422934,4321.35842724916,4320.86253569952
2012-12-31,03:48:00,4319,4319.25,4319,4319.25,3,4320.29321138347,4321.16675204469,4320.84794261627
2012-12-31,03:49:00,4319.25,4319.25,4319.25,4319.25,1,4320.08456910678,4320.99250185881,4320.83348159712
2012-12-31,03:50:00,4319,4319.25,4318.75,4318.75,4,4319.81765528542,4320.78863805346,4320.81462656004
2012-12-31,03:51:00,4318.5,4318.5,4318.5,4318.5,1,4319.55412422834,4320.5805800486,4320.79367971334
2012-12-31,03:52:00,4318.25,4318.75,4318.25,4318.75,9,4319.39329938267,4320.41416368055,4320.77518487431
2012-12-31,03:54:00,4318.5,4318.5,4318.5,4318.5,4,4319.21463950614,4320.2401488005,4320.75459496594
2012-12-31,03:55:00,4319,4319,4318.5,4318.5,4,4319.07171160491,4320.081953455,4320.73419139159
2012-12-31,03:56:00,4318.75,4319,4318.75,4319,4,4319.05736928393,4319.98359405,4320.71849735185
2012-12-31,03:57:00,4319,4319,4319,4319,9,4319.04589542714,4319.89417640909,4320.70294533961
2012-12-31,04:00:00,4318.5,4318.5,4318.25,4318.25,7,4318.88671634171,4319.74470582645,4320.68074673926
2012-12-31,04:01:00,4318.25,4318.25,4318,4318.25,10,4318.75937307337,4319.60882347859,4320.65874903121
2012-12-31,04:02:00,4318,4318,4318,4318,5,4318.6074984587,4319.46256679871,4320.634687954
2012-12-31,04:03:00,4318,4318,4318,4318,2,4318.48599876696,4319.32960618065,4320.6108446241
2012-12-31,04:04:00,4318.5,4318.5,4318.5,4318.5,1,4318.48879901357,4319.25418743695,4320.59174195782
2012-12-31,04:05:00,4318.25,4318.75,4318.25,4318.5,13,4318.49103921085,4319.18562494269,4320.57281216635
2012-12-31,04:06:00,4318.5,4318.75,4318.25,4318.75,6,4318.54283136868,4319.14602267517,4320.55631612864
2012-12-31,04:07:00,4318.75,4318.75,4318.25,4318.75,8,4318.58426509495,4319.11002061379,4320.53996937635
2012-12-31,04:08:00,4318.75,4318.75,4318.75,4318.75,2,4318.61741207596,4319.07729146708,4320.52377055846
2012-12-31,04:09:00,4318.75,4318.75,4318.75,4318.75,10,4318.64392966077,4319.04753769735,4320.50771833621
2012-12-31,04:10:00,4319,4319,4319,4319,6,4318.71514372861,4319.0432160885,4320.49407382638
2012-12-31,04:11:00,4319,4319.5,4319,4319.5,33,4318.87211498289,4319.08474189863,4320.48507768316
2012-12-31,04:12:00,4319.5,4320,4319.25,4320,23,4319.09769198631,4319.16794718058,4320.48068783987
2012-12-31,04:13:00,4319.75,4319.75,4319.5,4319.75,16,4319.22815358905,4319.22086107325,4320.47407528024
2012-12-31,04:14:00,4320.25,4320.25,4320.25,4320.25,2,4319.43252287124,4319.3144191575,4320.47204744965
2012-12-31,04:15:00,4319.75,4319.75,4319.25,4319.25,21,4319.39601829699,4319.30856287045,4320.46098819671
2012-12-31,04:16:00,4319.5,4319.5,4319.25,4319.25,7,4319.36681463759,4319.30323897314,4320.45002902751
2012-12-31,04:17:00,4319.75,4319.75,4319.75,4319.75,1,4319.44345171008,4319.34385361195,4320.44369392319
2012-12-31,04:18:00,4320,4320.25,4320,4320.25,9,4319.60476136806,4319.42623055631,4320.441941037
2012-12-31,04:19:00,4320.25,4320.75,4320.25,4320.75,13,4319.83380909445,4319.54657323301,4320.44472890092
2012-12-31,04:20:00,4320.75,4320.75,4320.25,4320.25,29,4319.91704727556,4319.61052112092,4320.44296664843
2012-12-31,04:21:00,4320.5,4320.75,4320.5,4320.75,9,4320.08363782045,4319.71411010993,4320.44574523079
2012-12-31,04:22:00,4320.75,4320.75,4320,4320.25,12,4320.11691025636,4319.76282737266,4320.44397378074
2012-12-31,04:23:00,4320.25,4320.5,4320.25,4320.5,7,4320.19352820509,4319.82984306606,4320.44448080535
2012-12-31,04:24:00,4320.75,4320.75,4320.25,4320.25,9,4320.20482256407,4319.86803915096,4320.44272079806
2012-12-31,04:25:00,4320.25,4320.5,4320.25,4320.5,6,4320.26385805126,4319.92549013724,4320.44323916188
2012-12-31,04:26:00,4320.5,4321.75,4320.5,4321.75,16,4320.56108644101,4320.09135467022,4320.45506505182
2012-12-31,04:27:00,4321.75,4321.75,4320.5,4320.5,15,4320.5488691528,4320.12850424565,4320.45547170293
2012-12-31,04:28:00,4320.5,4320.75,4320.5,4320.75,4,4320.58909532224,4320.18500385968,4320.45813711739
2012-12-31,04:29:00,4321.25,4321.25,4321.25,4321.25,5,4320.7212762578,4320.28182169062,4320.46530329732
2012-12-31,04:30:00,4321,4321,4320.5,4320.5,14,4320.67702100624,4320.30165608238,4320.46561729463
2012-12-31,04:31:00,4320.5,4320.5,4320.5,4320.5,3,4320.64161680499,4320.31968734762,4320.46592845033
2012-12-31,04:32:00,4320.5,4320.5,4320.5,4320.5,4,4320.61329344399,4320.33607940693,4320.46623679015
2012-12-31,04:33:00,4320.25,4320.25,4320,4320,9,4320.49063475519,4320.30552673357,4320.46201745268
2012-12-31,04:34:00,4319.75,4320,4319.75,4320,18,4320.39250780415,4320.27775157597,4320.45783629926
2012-12-31,04:35:00,4320,4320,4320,4320,6,4320.31400624332,4320.2525014327,4320.45369298434
2012-12-31,04:37:00,4320,4320,4320,4320,2,4320.25120499466,4320.229546757,4320.44958716548
2012-12-31,04:38:00,4320.5,4320.5,4320.5,4320.5,1,4320.30096399573,4320.25413341546,4320.45004339022
2012-12-31,04:40:00,4320.25,4320.25,4320.25,4320.25,1,4320.29077119658,4320.25375765041,4320.4482330428
2012-12-31,04:41:00,4320.25,4320.5,4320.25,4320.5,2,4320.33261695727,4320.27614331856,4320.44870152205
2012-12-31,04:42:00,4320.75,4320.75,4320.75,4320.75,2,4320.41609356581,4320.31922119869,4320.45142820511
2012-12-31,04:43:00,4320.75,4320.75,4320.75,4320.75,6,4320.48287485265,4320.3583829079,4320.4541302123
2012-12-31,04:45:00,4320.5,4320.5,4320.5,4320.5,2,4320.48629988212,4320.371257189,4320.45454532351
2012-12-31,04:46:00,4320.25,4320.5,4320.25,4320.5,7,4320.4890399057,4320.38296108091,4320.45495667804
2012-12-31,04:48:00,4320.5,4320.5,4320.5,4320.5,2,4320.49123192456,4320.39360098264,4320.45536430992
2012-12-31,04:49:00,4320.5,4320.5,4320.5,4320.5,1,4320.49298553965,4320.40327362059,4320.45576825281
2012-12-31,04:51:00,4321,4321.5,4321,4321.5,4,4320.69438843172,4320.50297601871,4320.46521831387
2012-12-31,04:53:00,4321.25,4321.5,4321,4321,10,4320.75551074537,4320.54816001701,4320.47005796714
2012-12-31,04:54:00,4321,4321,4321,4321,10,4320.8044085963,4320.5892363791,4320.47485382264
2012-12-31,04:57:00,4321.5,4321.5,4321.5,4321.5,6,4320.94352687704,4320.67203307191,4320.48413116361
2012-12-31,04:59:00,4321,4321,4321,4321,13,4320.95482150163,4320.70184824719,4320.48879965987
2012-12-31,05:00:00,4321.25,4321.25,4321.25,4321.25,2,4321.01385720131,4320.75168022472,4320.49568835073
2012-12-31,05:01:00,4321.25,4321.25,4321.25,4321.25,3,4321.06108576104,4320.79698202247,4320.5025147005
2012-12-31,05:02:00,4321,4321,4320.5,4320.5,12,4320.94886860884,4320.76998365679,4320.50249194303
2012-12-31,05:03:00,4320.25,4320.5,4320,4320,20,4320.75909488707,4320.69998514254,4320.49794450463
2012-12-31,05:04:00,4319.75,4319.75,4319,4319,21,4320.40727590966,4320.54544103867,4320.48438844576
2012-12-31,05:05:00,4319.25,4319.25,4319,4319.25,4,4320.17582072772,4320.42767367152,4320.4732175096
2012-12-31,05:06:00,4319.25,4319.25,4318.5,4318.75,32,4319.89065658218,4320.2751578832,4320.45762278101
2012-12-31,05:07:00,4319,4319,4319,4319,4,4319.71252526574,4320.15923443927,4320.44443162462
2012-12-31,05:08:00,4319,4319,4318.75,4318.75,4,4319.5200202126,4320.03112221752,4320.42909740177
2012-12-31,05:09:00,4318.75,4319,4318.75,4318.75,3,4319.36601617008,4319.91465656138,4320.41390195017
2012-12-31,05:10:00,4319,4319,4319,4319,2,4319.29281293606,4319.83150596489,4320.40110645741
2012-12-31,05:11:00,4319.25,4319.75,4319.25,4319.75,5,4319.38425034885,4319.82409633172,4320.39521409128
2012-12-31,05:12:00,4319.75,4321.5,4318.75,4321.5,101,4319.80740027908,4319.97645121065,4320.4052121538
2012-12-31,05:14:00,4321.75,4321.75,4321.75,4321.75,2,4320.19592022326,4320.13768291878,4320.41738217956
2012-12-31,05:16:00,4321.25,4321.75,4321.25,4321.75,25,4320.50673617861,4320.28425719889,4320.42944206934
2012-12-31,05:17:00,4321.75,4322.5,4321.75,4322.5,5,4320.90538894289,4320.48568836262,4320.44818015016
2012-12-31,05:18:00,4322,4322.25,4322,4322.25,6,4321.17431115431,4320.64608032966,4320.46448621215
2012-12-31,05:19:00,4322.25,4322.5,4322,4322.5,4,4321.43944892345,4320.81461848151,4320.48290715141
2012-12-31,05:20:00,4322.5,4322.75,4322.5,4322.75,5,4321.70155913876,4320.99056225592,4320.50342382877
2012-12-31,05:21:00,4322.75,4322.75,4322.5,4322.5,14,4321.86124731101,4321.12778386901,4320.5214923914
2012-12-31,05:22:00,4322.75,4322.75,4322.75,4322.75,3,4322.03899784881,4321.27525806274,4320.54165988107
2012-12-31,05:23:00,4322.5,4323.25,4322.5,4323.25,5,4322.28119827905,4321.45478005704,4320.5661697464
2012-12-31,05:24:00,4323.25,4323.75,4323.25,4323.75,21,4322.57495862324,4321.66343641549,4320.59498268988
2012-12-31,05:25:00,4323.25,4323.25,4323,4323,6,4322.65996689859,4321.7849421959,4320.61674755241
2012-12-31,05:26:00,4323.25,4323.25,4322.75,4322.75,3,4322.67797351887,4321.87267472354,4320.63605300442
2012-12-31,05:28:00,4322.75,4323.25,4322.75,4323.25,12,4322.7923788151,4321.99788611231,4320.65970863334
2012-12-31,05:29:00,4323.5,4323.75,4323.25,4323.25,14,4322.88390305208,4322.11171464756,4320.68315018417
2012-12-31,05:30:00,4323,4323.25,4323,4323.25,3,4322.95712244166,4322.21519513414,4320.70637959427
2012-12-31,05:32:00,4323.25,4323.25,4323.25,4323.25,1,4323.01569795333,4322.30926830377,4320.72939878346
2012-12-31,05:33:00,4322.75,4322.75,4322.75,4322.75,1,4322.96255836266,4322.34933482161,4320.74768476732
2012-12-31,05:34:00,4322.5,4322.5,4322.5,4322.5,1,4322.87004669013,4322.363031656,4320.76354282373
2012-12-31,05:36:00,4322.75,4322.75,4322.5,4322.5,4,4322.79603735211,4322.37548332364,4320.77925736831
2012-12-31,05:37:00,4322.25,4322.25,4322.25,4322.25,5,4322.68682988168,4322.36407574876,4320.79256725638
2012-12-31,05:38:00,4321.25,4321.5,4321.25,4321.5,10,4322.44946390535,4322.28552340797,4320.79896936266
2012-12-31,05:39:00,4321.5,4321.5,4321.5,4321.5,2,4322.25957112428,4322.21411218906,4320.80531353132
2012-12-31,05:40:00,4321.25,4321.5,4321.25,4321.5,4,4322.10765689942,4322.14919289915,4320.81160028669
2012-12-31,05:41:00,4321.5,4321.5,4321.25,4321.25,6,4321.93612551954,4322.06744809013,4320.81556770491
2012-12-31,05:42:00,4321.25,4321.25,4320.75,4321.25,11,4321.79890041563,4321.99313462739,4320.8194992189
2012-12-31,05:44:00,4320.75,4321,4320.5,4320.5,10,4321.53912033251,4321.85739511581,4320.81660782325
2012-12-31,05:47:00,4320.5,4320.5,4320.25,4320.25,5,4321.281296266,4321.7112682871,4320.81148015064
2012-12-31,05:48:00,4320.25,4320.5,4319.75,4319.75,4,4320.9750370128,4321.53297117009,4320.80187399543
2012-12-31,05:49:00,4320,4320,4319.75,4319.75,2,4320.73002961024,4321.3708828819,4320.79235477376
2012-12-31,05:50:00,4319.75,4319.75,4319.25,4319.75,3,4320.53402368819,4321.22352989264,4320.78292169888
2012-12-31,05:51:00,4319.75,4319.75,4319.75,4319.75,4,4320.37721895056,4321.08957262967,4320.7735739912
2012-12-31,05:52:00,4319.5,4319.75,4319.25,4319.75,7,4320.25177516045,4320.9677932997,4320.76431087815
2012-12-31,05:53:00,4320,4320,4319.5,4319.5,10,4320.10142012836,4320.83435754518,4320.75286915075
2012-12-31,05:54:00,4319.5,4320,4319.5,4320,6,4320.08113610268,4320.75850685926,4320.74605585527
2012-12-31,05:56:00,4319.5,4320.25,4319.5,4320,7,4320.06490888215,4320.68955169023,4320.73930421857
2012-12-31,05:57:00,4320,4320,4320,4320,4,4320.05192710572,4320.62686517294,4320.73261368266
2012-12-31,05:58:00,4319.75,4319.75,4319.5,4319.5,8,4319.94154168458,4320.52442288449,4320.7214588077
2012-12-31,05:59:00,4319.5,4319.5,4319.5,4319.5,4,4319.85323334766,4320.43129353135,4320.71040488184
2012-12-31,06:00:00,4319.5,4319.5,4319.5,4319.5,1,4319.78258667813,4320.34663048305,4320.6994509915
2012-12-31,06:02:00,4319.5,4319.5,4319.5,4319.5,3,4319.7260693425,4320.2696640755,4320.6885962314
2012-12-31,06:03:00,4319.5,4319.5,4319.5,4319.5,1,4319.680855474,4320.19969461409,4320.67783970442
2012-12-31,06:04:00,4319.5,4319.75,4318.5,4318.5,18,4319.4446843792,4320.0451769219,4320.65813074782
2012-12-31,06:05:00,4318.5,4318.5,4318.5,4318.5,4,4319.25574750336,4319.90470629264,4320.63860015282
2012-12-31,06:08:00,4318.5,4318.5,4318.5,4318.5,2,4319.10459800269,4319.77700572058,4320.61924630528
2012-12-31,06:09:00,4318,4318,4316.75,4316.75,46,4318.63367840215,4319.50182338234,4320.58423050161
2012-12-31,06:10:00,4317,4317.25,4317,4317.25,3,4318.35694272172,4319.29711216577,4320.55405646992
2012-12-31,06:11:00,4317.25,4317.25,4315.5,4316,45,4317.88555417738,4318.99737469615,4320.5128432892
2012-12-31,06:12:00,4315.5,4316.25,4315.5,4316.25,10,4317.5584433419,4318.74761336014,4320.47426552188
2012-12-31,06:13:00,4316.25,4316.25,4316,4316.25,11,4317.29675467352,4318.52055760013,4320.43603687462
2012-12-31,06:14:00,4315.75,4315.75,4315.5,4315.75,4,4316.98740373882,4318.26868872739,4320.39362930109
2012-12-31,06:16:00,4315.75,4315.75,4315.75,4315.75,2,4316.73992299106,4318.0397170249,4320.35160550651
2012-12-31,06:17:00,4315.75,4315.75,4315.75,4315.75,1,4316.54193839284,4317.83156093173,4320.30996201777
2012-12-31,06:18:00,4316.25,4316.5,4316.25,4316.25,16,4316.48355071428,4317.68778266521,4320.27322028005
2012-12-31,06:19:00,4315.75,4316.75,4315.75,4316.5,12,4316.48684057142,4317.57980242291,4320.23907349019
2012-12-31,06:20:00,4316.25,4316.5,4316,4316,4,4316.38947245714,4317.43618402083,4320.20071083417
2012-12-31,06:21:00,4316,4316,4315.5,4316,5,4316.31157796571,4317.30562183712,4320.1626953515
2012-12-31,06:22:00,4316,4316,4316,4316,4,4316.24926237257,4317.18692894284,4320.12502390036
2012-12-31,06:23:00,4316.25,4316.25,4315.5,4315.5,11,4316.09940989805,4317.03357176621,4320.08316848045
2012-12-31,06:24:00,4315.5,4315.75,4315.5,4315.75,24,4316.02952791844,4316.91688342383,4320.04395428605
2012-12-31,06:25:00,4316,4316,4315.25,4315.75,8,4315.97362233476,4316.81080311257,4320.00509497125
2012-12-31,06:26:00,4315.25,4315.75,4314.75,4315.75,11,4315.92889786781,4316.71436646598,4319.96658732445
2012-12-31,06:27:00,4315.5,4315.5,4315,4315.25,6,4315.79311829424,4316.5812422418,4319.92390327627
2012-12-31,06:28:00,4315.25,4315.25,4315,4315,7,4315.63449463539,4316.43749294709,4319.87934306562
2012-12-31,06:29:00,4314.75,4315.25,4314.75,4315,4,4315.50759570832,4316.30681177008,4319.8351861148
2012-12-31,06:30:00,4315.5,4315.5,4315,4315,4,4315.40607656665,4316.18801070007,4319.7914287744
2012-12-31,06:31:00,4315.5,4315.75,4315,4315.5,10,4315.42486125332,4316.12546427279,4319.7525923149
2012-12-31,06:32:00,4315.5,4316,4315.5,4316,18,4315.53988900266,4316.11405842981,4319.71863220345
2012-12-31,06:33:00,4316,4316,4314.5,4315,32,4315.43191120213,4316.01278039074,4319.67592964957
2012-12-31,06:34:00,4315,4315.5,4314.75,4314.75,22,4315.2955289617,4315.8979821734,4319.63135110071
2012-12-31,06:35:00,4314.75,4315.5,4314.75,4315.5,26,4315.33642316936,4315.86180197582,4319.59396330794
2012-12-31,06:36:00,4315.5,4315.5,4314,4314.5,65,4315.16913853549,4315.7380017962,4319.54786409249
2012-12-31,06:37:00,4314.5,4314.75,4313.75,4314.75,75,4315.08531082839,4315.64818345109,4319.50444450794
2012-12-31,06:38:00,4315,4315.25,4314.5,4315,28,4315.06824866271,4315.58925768281,4319.46368030425
2012-12-31,06:39:00,4315.25,4315.25,4315,4315.25,16,4315.10459893017,4315.55841607528,4319.42554745082
2012-12-31,06:40:00,4315.5,4315.75,4314.5,4315,38,4315.08367914414,4315.50765097753,4319.38549724764
2012-12-31,06:41:00,4315,4315,4315,4315,2,4315.06694331531,4315.46150088866,4319.34580948974
2012-12-31,06:42:00,4315,4315,4314.25,4314.25,16,4314.90355465225,4315.35136444424,4319.29969356676
2012-12-31,06:43:00,4314.5,4314.5,4314.25,4314.25,3,4314.7728437218,4315.25124040385,4319.25399498245
2012-12-31,06:44:00,4314.5,4316.25,4314.5,4316,155,4315.01827497744,4315.31930945805,4319.22454706405
2012-12-31,06:45:00,4316,4316.5,4316,4316.25,36,4315.26461998195,4315.40391768913,4319.1976280861
2012-12-31,06:46:00,4316.25,4316.25,4315,4315,11,4315.21169598556,4315.36719789921,4319.15964050161
2012-12-31,06:47:00,4315,4315,4314.75,4314.75,10,4315.11935678845,4315.31108899928,4319.11973425272
2012-12-31,06:48:00,4314.75,4314.75,4314.75,4314.75,7,4315.04548543076,4315.26008090844,4319.08018914637
2012-12-31,06:49:00,4314.75,4315.5,4314.75,4315.25,35,4315.08638834461,4315.25916446222,4319.04552680115
2012-12-31,06:50:00,4315.25,4315.25,4315,4315.25,7,4315.11911067569,4315.25833132929,4319.01117814231
2012-12-31,06:51:00,4315,4315.5,4314.75,4315.5,11,4315.19528854055,4315.28030120844,4318.97940277451
2012-12-31,06:52:00,4315.5,4315.5,4315.5,4315.5,3,4315.25623083244,4315.30027382586,4318.9479149666
2012-12-31,06:53:00,4315.75,4317,4315.75,4317,16,4315.60498466595,4315.45479438714,4318.93028677686
2012-12-31,06:54:00,4317,4317.5,4316.75,4317.5,49,4315.98398773276,4315.64072217013,4318.91734300512
2012-12-31,06:55:00,4317.75,4318.75,4317.75,4318,22,4316.38719018621,4315.85520197285,4318.90904125847
2012-12-31,06:56:00,4318,4318,4317.75,4317.75,7,4316.65975214897,4316.02745633895,4318.8985521973
2012-12-31,06:57:00,4317.75,4318,4317.5,4318,16,4316.92780171918,4316.20677848995,4318.89042050321
2012-12-31,06:58:00,4317.75,4317.75,4316,4316.75,80,4316.89224137534,4316.25616226359,4318.87105018192
2012-12-31,06:59:00,4317,4317.25,4316.75,4316.75,7,4316.86379310027,4316.30105660327,4318.85185515764
2012-12-31,07:00:00,4316.75,4318.5,4316.75,4318.5,14,4317.19103448022,4316.50096054842,4318.84867094807
2012-12-31,07:01:00,4318.5,4320,4318.5,4320,48,4317.75282758418,4316.81905504402,4318.85909021551
2012-12-31,07:02:00,4319.75,4319.75,4319.5,4319.5,8,4318.10226206734,4317.06277731275,4318.86489030406
2012-12-31,07:03:00,4319.5,4319.75,4319.25,4319.75,14,4318.43180965387,4317.30707028432,4318.87290034656
2012-12-31,07:04:00,4319.25,4320.25,4319.25,4319.5,33,4318.6454477231,4317.5064275312,4318.87857545654
2012-12-31,07:05:00,4319.25,4319.5,4318.75,4319,19,4318.71635817848,4317.64220684654,4318.87967432119
2012-12-31,07:06:00,4318.75,4319.5,4318.5,4318.75,19,4318.72308654278,4317.74291531504,4318.87850079792
2012-12-31,07:07:00,4318.75,4318.75,4317.75,4318.25,28,4318.62846923423,4317.78901392276,4318.87281300789
2012-12-31,07:08:00,4318.25,4318.25,4318,4318.25,4,4318.55277538738,4317.83092174796,4318.86717669108
2012-12-31,07:09:00,4318.25,4319,4318,4319,22,4318.64222030991,4317.93720158906,4318.86837871198
2012-12-31,07:10:00,4318.75,4318.75,4318.25,4318.25,18,4318.56377624792,4317.96563780823,4318.86278252454
2012-12-31,07:11:00,4318.25,4318.5,4318,4318.5,20,4318.55102099834,4318.0142161893,4318.85949942477
2012-12-31,07:12:00,4318.5,4318.5,4318.5,4318.5,16,4318.54081679867,4318.05837835391,4318.85624603631
2012-12-31,07:13:00,4318.5,4318.5,4318,4318.25,5,4318.48265343894,4318.07579850356,4318.85075964684
2012-12-31,07:14:00,4318.5,4318.5,4318.25,4318.5,10,4318.48612275115,4318.11436227596,4318.8475853514
2012-12-31,07:15:00,4318,4318.5,4318,4318.25,12,4318.43889820092,4318.12669297815,4318.84217733917
2012-12-31,07:16:00,4318.5,4318.5,4318,4318.25,12,4318.40111856074,4318.13790270741,4318.83681826823
2012-12-31,07:17:00,4318.25,4318.25,4318.25,4318.25,1,4318.37089484859,4318.14809337037,4318.83150769566
2012-12-31,07:18:00,4318.25,4319.5,4318.25,4319,37,4318.49671587887,4318.22553942761,4318.8330325129
2012-12-31,07:19:00,4319.25,4319.5,4319.25,4319.25,11,4318.6473727031,4318.31867220692,4318.83680597432
2012-12-31,07:20:00,4319.5,4319.5,4318.75,4319,41,4318.71789816248,4318.3806110972,4318.83828284333
2012-12-31,07:21:00,4319.5,4319.75,4319.25,4319.25,19,4318.82431852998,4318.459646452,4318.84200879045
2012-12-31,07:22:00,4319.25,4319.5,4319,4319.5,19,4318.95945482399,4318.55422404727,4318.84796346203
2012-12-31,07:23:00,4319.25,4319.75,4319.25,4319.75,62,4319.11756385919,4318.66293095206,4318.85612668862
2012-12-31,07:24:00,4319.75,4320,4319.75,4320,33,4319.29405108735,4318.78448268369,4318.86647848329
2012-12-31,07:25:00,4320,4320.25,4319.75,4320.25,49,4319.48524086988,4318.91771153063,4318.87899904
2012-12-31,07:26:00,4320.25,4321.25,4320.25,4321.25,106,4319.8381926959,4319.12973775512,4318.90045606227
2012-12-31,07:27:00,4321.5,4321.75,4321.25,4321.75,38,4320.22055415672,4319.36794341374,4318.92624379021
2012-12-31,07:28:00,4321.75,4322.5,4321.75,4322.25,24,4320.62644332538,4319.62994855795,4318.95632303193
2012-12-31,07:29:00,4322.25,4322.5,4322.25,4322.25,16,4320.9511546603,4319.86813505268,4318.98613006331
2012-12-31,07:30:00,4322,4322,4321.5,4322,28,4321.16092372824,4320.06194095698,4319.01340490437
2012-12-31,07:31:00,4321.5,4322.5,4321.5,4322,22,4321.32873898259,4320.23812814271,4319.04043291428
2012-12-31,07:32:00,4322,4322.75,4321.75,4322.75,13,4321.61299118608,4320.46648012974,4319.07400365714
2012-12-31,07:33:00,4322.5,4322.5,4322.25,4322.25,11,4321.74039294886,4320.62861829976,4319.10274570549
2012-12-31,07:34:00,4322.25,4322.25,4322,4322,33,4321.79231435909,4320.75328936342,4319.12896520137
2012-12-31,07:35:00,4322,4323.5,4322,4323.25,133,4322.08385148727,4320.98026305765,4319.16625963394
2012-12-31,07:36:00,4323.25,4324.5,4323.25,4324.25,92,4322.51708118982,4321.27751187059,4319.21226633408
2012-12-31,07:37:00,4324.25,4324.5,4323.25,4324.25,95,4322.86366495185,4321.54773806418,4319.257856684
2012-12-31,07:38:00,4324,4324,4323.5,4323.5,17,4322.99093196148,4321.72521642198,4319.29624712125
2012-12-31,07:39:00,4323.5,4326.5,4323.5,4326.25,166,4323.64274556919,4322.13656038362,4319.35917701156
2012-12-31,07:40:00,4326.25,4327,4325.5,4326.25,155,4324.16419645535,4322.51050943965,4319.42153740059
2012-12-31,07:41:00,4326.25,4330,4326,4329.5,182,4325.23135716428,4323.14591767241,4319.51274520692
2012-12-31,07:42:00,4329.75,4332,4329.5,4331.5,457,4326.48508573142,4323.90537970219,4319.62122715075
2012-12-31,07:43:00,4331.5,4332,4330.5,4331.75,266,4327.53806858514,4324.61852700199,4319.73098980097
2012-12-31,07:44:00,4331.25,4332.25,4331.25,4332,164,4328.43045486811,4325.28957000181,4319.84202156748
